ContractReference;EconomicActivity 
8655283210001;PARTIC
865576;PARTIC
8656105110001;PARTIC
8656754110001;PARTIC
86497271003;PARTIC
865060;PARTIC
8650762510001;PARTIC
865247;PARTIC
8657230410001;PARTIC
865742071003;PARTIC
866148;PARTIC
8657738610001;PARTIC
8657852810001;PARTIC
865808;PARTIC
865950;PARTIC
8662069310001;PARTIC
8662395010001;PARTIC
866290;PARTIC
866335;PARTIC
8664415310001;PARTIC
8664665571001;PARTIC
866477;PARTIC
866522;PARTIC
865989871001;PARTIC
866006;PARTIC
8660557710001;PARTIC
866067310001;PARTIC
8660820510001;PARTIC
866104110002;PARTIC
8669784410001;PARTIC
866993;PARTIC
867049;PARTIC
8670727510001;PARTIC
8670880471001;PARTIC
8671677610001;PARTIC
867236;PARTIC
8665402270001;PARTIC
86660371005;PARTIC
866664;PARTIC
8667125310001;PARTIC
86683;PARTIC
866851;PARTIC
867939;PARTIC
86806571002;PARTIC
867191;PARTIC
8673636971001;PARTIC
867378;PARTIC
8674587010001;PARTIC
8675535210001;PARTIC
867565;NULL
86757670001;PARTIC
867610;PARTIC
86769771001;PARTIC
8677484310001;PARTIC
867752;PARTIC
867894;PARTIC
868511;PARTIC
8685318310001;PARTIC
868092;PARTIC
868102171003;PARTIC
8681190610001;PARTIC
868137;PARTIC
8685517710001;PARTIC
8681711471001;PARTIC
86857310001;PARTIC
86821071005;PARTIC
868279;PARTIC
8684657110001;PARTIC
8684657171001;PARTIC
868466;PARTIC
8684669210001;PARTIC
86857373004;PARTIC
868600671002;PARTIC
868653;PARTIC
86870;NULL
868700373001;PARTIC
8687167710001;PARTIC
8687792510001;PARTIC
868787471001;PARTIC
868795;PARTIC
868887171002;PARTIC
868982;PARTIC
869038;PARTIC
8690407910001;PARTIC
86906271004;PARTIC
86915;PARTIC
8691584010001;PARTIC
869180;NULL
8692218670001;PARTIC
869536271001;PARTIC
869554;PARTIC
8695791510001;PARTIC
86969171006;PARTIC
869696;NULL
869225;PARTIC
869237171001;PARTIC
86932871002;PARTIC
869367;PARTIC
8697152610001;PARTIC
869412;PARTIC
8697388371001;PARTIC
869741;PARTIC
868840;PARTIC
8694155610001;PARTIC
869762271001;PARTIC
869798510001;PARTIC
869798570004;PARTIC
869798571005;PARTIC
8698735310001;PARTIC
869883;PARTIC
869928;PARTIC
87007971002;PARTIC
870083;PARTIC
869762210001;PARTIC
870096971004;PARTIC
870128;PARTIC
8701482110001;PARTIC
8701866410001;PARTIC
87022471003;PARTIC
870270;PARTIC
870315;PARTIC
8703626310001;PARTIC
8704549810001;PARTIC
870457;PARTIC
8704601110001;SERV
870502;PARTIC
870520471001;PARTIC
870670971006;PARTIC
8705908910001;PARTIC
870644;PARTIC
87068;PARTIC
870973;PARTIC
87097471001;PARTIC
871545;NULL
871029;PARTIC
87107671003;PARTIC
87113;PARTIC
8711790310001;PARTIC
871216;PARTIC
8713000910001;PARTIC
871358;PARTIC
871395070005;NULL
871403;PARTIC
8716617910001;PARTIC
871628870003;PROM IMOB
8716372010001;PARTIC
8716495910001;PARTIC
87158471005;PARTIC
8707447110001;PARTIC
8707719610001;PARTIC
871687;PARTIC
871628810002;PROM IMOB
872117;PARTIC
87219471006;PARTIC
87073271005;PARTIC
870786;PARTIC
8708035210001;PARTIC
8708122810001;PARTIC
870831;PARTIC
8708971271001;PARTIC
8709620310001;PARTIC
8722234610001;PARTIC
8722460610001;PARTIC
87172971004;PARTIC
871732;PARTIC
871874;PARTIC
871919;PARTIC
8719230610001;PARTIC
8720608810001;PARTIC
872072;PARTIC
872094910001;PARTIC
8708968810001;PARTIC
872259;PARTIC
8723970210001;PARTIC
872446;ESTADO
8725431010001;PARTIC
872304;PARTIC
87233971005;PARTIC
87255;PARTIC
8723617910001;PARTIC
8723717610001;PARTIC
8733853010001;PARTIC
8733952710001;PARTIC
8725754310001;PARTIC
8725815310001;PARTIC
872588;ESTADO
872633;PARTIC
8726466310001;PARTIC
872775;PARTIC
8727963810001;PARTIC
872820;PARTIC
873160;PARTIC
873205;PARTIC
8732255810001;PARTIC
873347;PARTIC
873721;PARTIC
873489;PARTIC
8735291510001;PARTIC
873534;PARTIC
873614771001;PARTIC
873638971003;PARTIC
873676;PARTIC
87384471004;PARTIC
873863;PARTIC
873908;PARTIC
87397;PARTIC
874180571003;PARTIC
87421271004;PARTIC
8743747971001;PARTIC
874390;PARTIC
874248;PARTIC
87433371001;PARTIC
8743412510001;PARTIC
8745050410001;PARTIC
874392071001;PARTIC
87442;PARTIC
874435;PARTIC
874577;PARTIC
874465171001;PARTIC
8744661710001;PARTIC
874809;PARTIC
87484171003;PARTIC
874622;PARTIC
874737671002;PARTIC
874764;PARTIC
8748018410001;PARTIC
874951;PARTIC
8749727410001;PARTIC
875388673001;PARTIC
8750290510001;PARTIC
8754695010001;PARTIC
875149;PARTIC
875213971001;PARTIC
8753;PARTIC
875301510001;PARTIC
8754743910001;PARTIC
8753097870001;PARTIC
87284771001;PARTIC
875007;PARTIC
8753457910001;PARTIC
875710;PARTIC
8757166910001;PARTIC
875478;PARTIC
8755006310001;PARTIC
875523;PARTIC
875687771002;PARTIC
87571771003;PARTIC
8757227910001;PARTIC
8757403110001;PARTIC
8757441810001;PARTIC
8757791710001;PARTIC
8757876910001;PARTIC
8759114110001;PARTIC
8759177010001;PARTIC
876237171001;PARTIC
876287971004;PARTIC
87629;PARTIC
8762981010001;PARTIC
8763068210001;PARTIC
876324771005;PARTIC
875994;PARTIC
874042110001;PARTIC
874061;PARTIC
874092910001;PARTIC
874106;PARTIC
87584;PARTIC
876050;PARTIC
875852;PARTIC
8729961810001;PARTIC
873018;PARTIC
8730306710001;PARTIC
8730805210001;PARTIC
8761058110001;PARTIC
876192;PARTIC
876237;NULL
875862971002;PARTIC
8758788310001;PARTIC
876379;NULL
876424;NULL
8764665410001;PARTIC
8764840610001;PARTIC
8765338710001;PARTIC
876566;PARTIC
87656971003;PARTIC
8765713310001;PARTIC
876611;PARTIC
8767013410001;PARTIC
8767409810001;PARTIC
876753;PARTIC
87683571005;PARTIC
8773313510001;PARTIC
877350371003;PARTIC
8773575810001;PARTIC
8773909310001;PARTIC
877423471004;PARTIC
877423471005;PARTIC
8774375410001;PARTIC
877467;PARTIC
8774847310001;PARTIC
876895;PARTIC
8769174010001;PARTIC
8769373410001;PARTIC
876940;PARTIC
87705871002;PARTIC
8770827170001;PARTIC
877093;PARTIC
8771079310001;PARTIC
877138;PARTIC
877274871003;PARTIC
877280;PARTIC
877325;PARTIC
8776558310001;PARTIC
877673671003;PARTIC
877673671005;PARTIC
87771;PARTIC
8777484210001;PARTIC
8777657010001;PARTIC
877796;PARTIC
877797571002;PARTIC
877841;PARTIC
877508671002;PARTIC
877512;PARTIC
8775585910001;PARTIC
877654;PARTIC
878226;PARTIC
8782298910001;PARTIC
8782335710001;PARTIC
87829771004;PARTIC
8783346810001;PARTIC
877846471003;PARTIC
8778855410001;COMER
877919571001;PARTIC
877946171003;PARTIC
877946171004;PARTIC
877983;PARTIC
878039;PARTIC
8780787310001;PARTIC
8780836210001;PARTIC
8781548210001;PARTIC
87816;NULL
878181;PARTIC
878697;PARTIC
878733671003;PARTIC
878742;PARTIC
8787593010001;PARTIC
878772371001;PARTIC
878368;PARTIC
878413;PARTIC
8785283810001;PARTIC
878555;PARTIC
8786083410001;PARTIC
878619471004;PARTIC
8786667170001;PARTIC
878672671002;PARTIC
878796571001;PARTIC
878884;PARTIC
878884173001;PARTIC
8792993810001;PARTIC
879314;PARTIC
87931870002;PARTIC
87931871001;PARTIC
879419078001;PARTIC
8794281810001;PARTIC
879456;PARTIC
8794639510001;PARTIC
87958;PARTIC
878918573002;PARTIC
878929;PARTIC
8790261610001;PARTIC
879082;PARTIC
8790932910001;PARTIC
879127;PARTIC
8791521010001;PARTIC
879185271001;PARTIC
879269;PARTIC
8798908010001;PARTIC
8798970001;PARTIC
879905471004;PARTIC
879929671001;PARTIC
879972;PARTIC
880030;NULL
8800816510001;PARTIC
88014;PARTIC
8801616110001;PARTIC
879598;PARTIC
879643;PARTIC
879785;PARTIC
879830;PARTIC
8798662110001;PARTIC
879871071002;PARTIC
879871071004;PARTIC
880172;NULL
880193671003;PARTIC
8806037110001;PARTIC
880688;PARTIC
8807208910001;PARTIC
880733;PARTIC
8807359410001;PARTIC
880217;PARTIC
8802615110001;PARTIC
8802889510001;PARTIC
8803193010001;PARTIC
880359;PARTIC
880404;PARTIC
880546;PARTIC
8808322110001;PARTIC
880875;PARTIC
880891571003;PARTIC
880920;PARTIC
880952570001;PARTIC
880976710001;PARTIC
881192671003;PARTIC
8812013910001;PARTIC
881241571003;PARTIC
8812424810001;PARTIC
881260;PARTIC
881003415001;COMER
881027610001;PARTIC
881078471004;PARTIC
881118;PARTIC
8812699210001;PARTIC
881302571002;PARTIC
881305;PARTIC
8816829310001;PARTIC
88169571001;PARTIC
8816994310001;PARTIC
881764271003;PARTIC
88156;PARTIC
881634;PARTIC
881776;PARTIC
8810477610001;PARTIC
881054271003;PARTIC
881141873001;PARTIC
8813547710001;PARTIC
881389671003;PARTIC
881447;PARTIC
881552771003;PARTIC
88157471003;PARTIC
88157471004;PARTIC
881589;PARTIC
8816060710001;PARTIC
881790871002;PARTIC
881790871003;PARTIC
881801071003;PARTIC
881801071004;PARTIC
881821;PARTIC
881990271003;PARTIC
881990271004;PARTIC
882002471001;PARTIC
882206;PARTIC
882019;PARTIC
882053208001;PARTIC
882053271002;PARTIC
88206371003;PARTIC
8821123710001;PARTIC
8821298471001;PARTIC
882138471001;PARTIC
882161;PARTIC
8821857971001;PARTIC
882425471004;PARTIC
882449671002;PARTIC
882488370003;PARTIC
882488370004;PARTIC
88220871004;PARTIC
882276871004;PARTIC
882276873001;PARTIC
882488371004;PARTIC
882276873003;PARTIC
882401271005;PARTIC
8824232510001;PARTIC
8827849510001;PARTIC
882899271001;PARTIC
882899271004;PARTIC
882909;PARTIC
882490;PARTIC
882535;PARTIC
8825467210001;PARTIC
8825627910001;PARTIC
881725571005;PARTIC
883107;PARTIC
883125371001;PARTIC
883137415001;PARTIC
88298;PARTIC
882348;PARTIC
882352371002;PARTIC
8819381010001;PARTIC
881963;PARTIC
88320571007;PARTIC
8832270210001;PARTIC
882590471005;PARTIC
8835974810001;PARTIC
883623;PARTIC
883391;AGROPEC
883375571001;PARTIC
882864;PARTIC
88343;PARTIC
883436;PARTIC
8836463271001;PARTIC
88295871003;PARTIC
882974771002;PARTIC
8835114310001;COMER
881776370002;SERV
883237171005;PARTIC
883062;PARTIC
88356871002;PARTIC
883578;PARTIC
8830644410001;PARTIC
8830955610001;PARTIC
882677;PARTIC
882722;PARTIC
8827613810001;PARTIC
883765;PARTIC
8837972810001;PARTIC
883810;PARTIC
883922910001;PARTIC
8839496515001;PARTIC
883952;PARTIC
8840004510001;PARTIC
884008;NULL
884187271003;PARTIC
8842340310001;PARTIC
883650471001;PARTIC
884292;PARTIC
8843137510001;PARTIC
883249;PARTIC
884337;PARTIC
88444471005;PARTIC
8832593510001;PARTIC
8836862010001;PARTIC
884807771002;PARTIC
88483171004;PARTIC
885051;PARTIC
885193;PARTIC
8852359110001;PARTIC
88530;PARTIC
8853319410001;PARTIC
885425;PARTIC
884479;PARTIC
884498410001;PARTIC
884524;PARTIC
8845385710001;PARTIC
8845906510001;PARTIC
884711;PARTIC
8858924710001;PARTIC
885896;PARTIC
885941;PARTIC
886094;PARTIC
886134410001;PARTIC
885238;PARTIC
886139;PARTIC
8861705110001;PARTIC
886281;PARTIC
8856005271001;PARTIC
885660571001;PARTIC
885754;PARTIC
8857577710001;PARTIC
885821271001;PARTIC
8858812910001;PARTIC
886326;PARTIC
886457771001;PARTIC
886795571006;PARTIC
886797;PARTIC
8868347710001;PARTIC
886842;PARTIC
8869008910001;PARTIC
886984;PARTIC
887040;PARTIC
8870527910001;PARTIC
8871278610001;PARTIC
88717;IND TRANSF
887182;PARTIC
8871925790001;CONSTR
887227;PARTIC
886468;PARTIC
887369;PARTIC
887414;PARTIC
8874363210001;PARTIC
8874013310001;PARTIC
887532271001;PARTIC
88816671005;PARTIC
887556;PARTIC
888315;PARTIC
888429110001;PARTIC
88804571005;PARTIC
888083;PARTIC
888128;PARTIC
8884360210001;PARTIC
888457;PARTIC
88859;PARTIC
88485;PARTIC
884853;PARTIC
884995;PARTIC
88755671004;PARTIC
8876108610001;PARTIC
887631910001;PARTIC
884150;PARTIC
887698;PARTIC
887743;PARTIC
887743771004;PARTIC
887885;PARTIC
887930;PARTIC
887955271001;PARTIC
888786;PARTIC
888831;PARTIC
888502;PARTIC
888594171003;PARTIC
8886571004;PARTIC
886513;PARTIC
886655;PARTIC
88672;PARTIC
8888990710001;PARTIC
888927610001;PARTIC
888973;PARTIC
8888402710001;PARTIC
8888976270001;PARTIC
8889899710001;PARTIC
889017210001;PARTIC
889029;PARTIC
88904;PARTIC
889131471004;PARTIC
889131471005;PARTIC
889216;PARTIC
889294071001;PARTIC
889403;PARTIC
889442671002;PARTIC
889687;PARTIC
889732;PARTIC
88979270004;PARTIC
88979270005;PARTIC
889841471002;PARTIC
8899109310001;PARTIC
889919;NULL
889926610001;PARTIC
8895;PARTIC
889515771002;PARTIC
889545;PARTIC
889874;PARTIC
8898973210001;PARTIC
889778010001;PARTIC
88979270002;PARTIC
88979270003;PARTIC
88993771004;PARTIC
8899473710001;PARTIC
8900432110001;PARTIC
890074;NULL
890119;NULL
8901394310001;PARTIC
8901428710001;PARTIC
89018071004;PARTIC
890261;NULL
890635;SERV
89068871005;PARTIC
890774371004;PARTIC
889171;PARTIC
890777;SERV
890798510001;PARTIC
889358;PARTIC
890822;SERV
890910810002;PARTIC
890412373001;PARTIC
890448;NULL
8905137710001;PARTIC
890964;SERV
89020471005;PARTIC
8905351610001;PARTIC
8905811410001;PARTIC
890590;PARTIC
8905935310001;PARTIC
8906100410001;PARTIC
89102;PARTIC
8902902010001;PARTIC
890306;NULL
8903180810001;PARTIC
8903426710001;PARTIC
890400271003;PARTIC
891020;SERV
891051271002;PARTIC
891162;PARTIC
891207;PARTIC
891250671001;PARTIC
8912774610001;PARTIC
89129871003;PARTIC
891309270001;PARTIC
891349;PARTIC
891408910001;PARTIC
891408971005;PARTIC
89144310001;PARTIC
891678;PARTIC
8917132710001;PARTIC
891723;PARTIC
891758810001;PARTIC
89183071005;PARTIC
891885171003;PARTIC
891907471002;PARTIC
891910;PARTIC
8919254610001;PARTIC
8919366410001;PARTIC
892250;PARTIC
892392;PARTIC
891865;PARTIC
891972773001;PARTIC
89205371002;PARTIC
892063;PARTIC
892108;PARTIC
8921896510001;PARTIC
8922059210001;PARTIC
892397770001;AGROIND
8924329710001;PARTIC
892437;PARTIC
89244;PARTIC
8925143810001;PARTIC
892719115001;PARTIC
892721571007;PARTIC
8927589010001;PARTIC
892953;PARTIC
892983871003;PARTIC
892766;PARTIC
8927937010001;PARTIC
892811;NULL
89282771005;PARTIC
892624;PARTIC
893293;PARTIC
8932965610001;PARTIC
893009;PARTIC
8930843710001;PARTIC
89305073003;PARTIC
8930668510001;PARTIC
89256171005;PARTIC
892579;PARTIC
892621871002;PARTIC
891946171004;PARTIC
893151;PARTIC
8931755110001;PARTIC
89331671004;PARTIC
89331671006;PARTIC
893338;PARTIC
89144371002;PARTIC
8914497710001;PARTIC
891491;PARTIC
891536;PARTIC
89156471002;PARTIC
891610770002;PARTIC
8916206810001;PARTIC
89343771006;PARTIC
89270671002;PARTIC
893480;PARTIC
893525;PARTIC
89355870004;PARTIC
89355871004;PARTIC
8935748710001;PARTIC
893667;CONSTR
89370371002;PARTIC
893712;CONSTR
8937136410001;PARTIC
89382470001;PARTIC
89382471004;PARTIC
89386;COMER
893968310002;PARTIC
893996;PARTIC
8940;PARTIC
89343771005;PARTIC
894007171001;PARTIC
894269471001;PARTIC
89431;PARTIC
89431371005;PARTIC
894381;PARTIC
894426;PARTIC
894568;PARTIC
894613;PARTIC
8946173110001;PARTIC
894052;PARTIC
894194;PARTIC
894206571002;PARTIC
894239;PARTIC
894257370006;ESTADO
895327;PARTIC
895343910001;PARTIC
8953496415001;PARTIC
8954629510001;PARTIC
895469;PARTIC
895514;PARTIC
895616471003;PARTIC
894755;PARTIC
894897;PARTIC
8949070410001;PARTIC
894916570001;PARTIC
894942;PARTIC
894955271002;PARTIC
8949839010001;PARTIC
8957638610001;PARTIC
895798;PARTIC
895843;PARTIC
89593971004;PARTIC
895985;NULL
8960097610001;PARTIC
896041;PARTIC
89618;PARTIC
896183;PARTIC
896228;PARTIC
896267471001;PARTIC
8956182210001;PARTIC
8956279510001;PARTIC
895628571001;PARTIC
895656;PARTIC
89573;PARTIC
896370;PARTIC
896415;PARTIC
8964925610001;PARTIC
896267471002;PARTIC
8962803710001;PARTIC
8963228710001;PARTIC
897166771001;PARTIC
8972452710001;PARTIC
89654971005;PARTIC
896557;PARTIC
896602;PARTIC
8966240210001;PARTIC
896744;PARTIC
8968211610001;PARTIC
896886;PARTIC
896902410001;PARTIC
897271;PARTIC
8969059610001;PARTIC
894245271004;PARTIC
897339570003;PARTIC
8973923610001;PARTIC
8974064010001;PARTIC
897458;PARTIC
897316;PARTIC
897339570002;PARTIC
897503;PARTIC
89754671002;PARTIC
8975896910001;PARTIC
89760;PARTIC
897645;PARTIC
8976519410001;PARTIC
8976983510001;PARTIC
895282;PARTIC
89778871008;PARTIC
897825971002;PARTIC
897641071004;PARTIC
8950451010001;PARTIC
895095;PARTIC
895140;PARTIC
8951834310001;PARTIC
897787;NULL
898217;NULL
898359;NULL
898404;NULL
897832;PARTIC
8978682410001;PARTIC
89805;PARTIC
898078110001;PARTIC
8981436210001;PARTIC
89854371004;PARTIC
8981499110001;PARTIC
898172;NULL
897974;NULL
898546;NULL
8982050910001;PARTIC
8987381310001;PARTIC
8987580710001;PARTIC
8988725910001;PARTIC
898875;PARTIC
898890210001;PARTIC
898900471002;PARTIC
898920;PARTIC
898591171002;PARTIC
89866471003;PARTIC
898688;NULL
896914510002;PARTIC
896931;PARTIC
898733;PARTIC
8993367810001;PARTIC
899376273001;PARTIC
899400971003;PARTIC
8994378910001;PARTIC
899447;PARTIC
8989887510001;PARTIC
899065071002;PARTIC
899073;PARTIC
899118;PARTIC
899260;PARTIC
899305;PARTIC
8970379210001;PARTIC
897129;PARTIC
89939571003;PARTIC
899449371004;PARTIC
899463871003;PARTIC
89947;PARTIC
899589;PARTIC
899634;PARTIC
897084;PARTIC
899776;PARTIC
89978271005;PARTIC
899963;NULL
8999906810001;PARTIC
898030;NULL
89966171005;PARTIC
899709771001;PARTIC
899799271002;PARTIC
89980671004;PARTIC
8998148910001;PARTIC
899821;PARTIC
900014;PARTIC
90005;PARTIC
900074210001;PARTIC
9003699310001;PARTIC
900485;PARTIC
900530;PARTIC
9005347410001;PARTIC
900672;PARTIC
900322571002;PARTIC
900343;PARTIC
900796371001;PARTIC
900806510001;PARTIC
898039471005;PARTIC
900717;PARTIC
9007668710001;PARTIC
900806571001;PARTIC
898900471003;PARTIC
900821071001;PARTIC
9009182710001;PARTIC
901010371003;PARTIC
901134271003;PARTIC
90114071006;PARTIC
901010371007;PARTIC
9011462610001;PARTIC
901207371001;PARTIC
90126171002;PARTIC
9012919010001;PARTIC
9013173610001;PARTIC
901119771004;PARTIC
901357810001;PARTIC
901760;PARTIC
901805;PARTIC
901817671003;PARTIC
901917371002;PARTIC
9019313810001;PARTIC
901947;PARTIC
901022471002;PARTIC
9000792310001;PARTIC
9001081310001;PARTIC
902069871001;PARTIC
9001178610001;PARTIC
901573;PARTIC
901671471001;PARTIC
9015966810001;PARTIC
901683571002;PARTIC
901618;PARTIC
900156;PARTIC
900210710001;PARTIC
900298;PARTIC
901720371001;PARTIC
90201671006;PARTIC
902003;PARTIC
900074271001;PARTIC
9020319810001;PARTIC
902287;PARTIC
902332;PARTIC
901061171003;PARTIC
902519;PARTIC
902570771002;PARTIC
9026364610001;PARTIC
90264570001;PARTIC
902474;PARTIC
902661;PARTIC
902706;PARTIC
9027451210001;PARTIC
9027475410001;PARTIC
902848;PARTIC
90289;PARTIC
902990;PARTIC
90301315003;PARTIC
90334;PARTIC
903375;PARTIC
901431;PARTIC
903233;PARTIC
9038544510001;PARTIC
903891;PARTIC
903607;PARTIC
90337671003;PARTIC
902133271006;PARTIC
902145;PARTIC
90147;PARTIC
9015529310001;PARTIC
903394510001;PARTIC
903420;PARTIC
9021870510001;PARTIC
903562;PARTIC
9036286110001;PARTIC
9036310810001;PARTIC
90364271006;PARTIC
9036458910001;PARTIC
903715910002;PARTIC
903715970001;PARTIC
903749;PARTIC
9037883310001;PARTIC
903046;PARTIC
9031853010001;PARTIC
903936;PARTIC
903188;PARTIC
9040513210001;PARTIC
904089;PARTIC
904134;PARTIC
904143371003;PARTIC
904155471002;PARTIC
904204371002;PARTIC
904204371003;PARTIC
904228571002;PARTIC
904276;PARTIC
904316171001;PARTIC
904321;PARTIC
9043971910001;PARTIC
904415871001;PARTIC
904463;PARTIC
904493271001;PARTIC
904792;PARTIC
904837;PARTIC
9049054110001;PARTIC
904914371001;PARTIC
904204371001;PARTIC
90449471004;PARTIC
904508;PARTIC
904527671003;PARTIC
904592971003;PARTIC
904603171003;PARTIC
90463971003;PARTIC
904650;PARTIC
904678110001;PARTIC
904765771001;PARTIC
904979;PARTIC
90500771004;PARTIC
905035;PARTIC
905042671001;PARTIC
905042671002;PARTIC
9051034910001;PARTIC
905177;PARTIC
90521;PARTIC
905222;PARTIC
90524970001;PARTIC
905409;PARTIC
9054839210001;PARTIC
9054841610001;PARTIC
905551;NULL
9055789310001;PARTIC
905364;NULL
9056849310001;PARTIC
905689271004;PARTIC
905693;PARTIC
905738;PARTIC
90575771004;PARTIC
905864471001;PARTIC
905880;PARTIC
905925;PARTIC
9059559310001;PARTIC
90636771004;PARTIC
9063951410001;PARTIC
906452;PARTIC
906594;PARTIC
906065810001;PARTIC
90663;PARTIC
906078;PARTIC
906123;PARTIC
906192115001;PARTIC
906192173001;PARTIC
906214471002;PARTIC
906265;PARTIC
906310;PARTIC
906314171004;PARTIC
906352871001;PARTIC
906639;PARTIC
906749271001;PARTIC
906781;PARTIC
906826;PARTIC
90709871004;PARTIC
907166;PARTIC
9071663410001;PARTIC
907211;PARTIC
907353;PARTIC
907495;PARTIC
90750971004;PARTIC
9075319210001;PARTIC
90687573002;PARTIC
9068829810001;PARTIC
906968;PARTIC
907024;PARTIC
908254;PARTIC
907540;PARTIC
907682;PARTIC
907727;PARTIC
9077455610001;PARTIC
907869;PARTIC
907914;PARTIC
90799371004;PARTIC
908049370001;COMER
908067;PARTIC
908112;PARTIC
908187771001;PARTIC
90708;PARTIC
90709870001;PARTIC
9088364010001;PARTIC
908336371001;PARTIC
908396;PARTIC
908436071001;PARTIC
908441;PARTIC
90850;PARTIC
9085666110001;PARTIC
90862710001;PARTIC
9089424010001;PARTIC
908957;PARTIC
909013;PARTIC
9091343810001;PARTIC
909135971005;PARTIC
9091455610001;PARTIC
908628;PARTIC
9086366010001;PARTIC
908770;PARTIC
908815;PARTIC
9094041710001;PARTIC
9094214510001;PARTIC
909484;PARTIC
909508171001;PARTIC
909529;PARTIC
909671;PARTIC
909155;PARTIC
9092281810001;PARTIC
909297;PARTIC
9093;PARTIC
909342;PARTIC
909359571001;PARTIC
9093726110001;PARTIC
910245;PARTIC
91025410001;PARTIC
9102637310001;PARTIC
910268273001;PARTIC
909716;PARTIC
9097274410001;PARTIC
9097821810001;PARTIC
909858;PARTIC
9098871610001;PARTIC
909903;PARTIC
909919010001;PARTIC
909996471001;PARTIC
9100055610001;PARTIC
910058;PARTIC
910103;PARTIC
910183071001;PARTIC
910619;PARTIC
9106360810001;PARTIC
910679171002;PARTIC
9107219010001;PARTIC
910294871001;Outros
910305073001;PARTIC
910761;PARTIC
910806;PARTIC
9108317710001;PARTIC
910854310001;PARTIC
9108604710001;PARTIC
9103636310001;PARTIC
910387;PARTIC
910432;PARTIC
91048;PARTIC
910555271002;PARTIC
910574;PARTIC
910604171001;PARTIC
911279371004;PARTIC
911288;PARTIC
911333;PARTIC
911342771004;PARTIC
911381471001;PARTIC
91088371001;PARTIC
910903271001;PARTIC
910948;PARTIC
911004;PARTIC
91100971005;PARTIC
9110599510001;PARTIC
911146;PARTIC
911427971003;PARTIC
911475;PARTIC
911478773002;PARTIC
91149371002;PARTIC
91149371003;PARTIC
9115171510001;PARTIC
911520;PARTIC
9116044210001;PARTIC
911662;PARTIC
911707;PARTIC
911780210001;PARTIC
911849;PARTIC
9118851910001;PARTIC
91190;PARTIC
911926471002;PARTIC
911989371002;PARTIC
911991;PARTIC
912047;PARTIC
912376;PARTIC
9123941510001;PARTIC
912421;PARTIC
912563;PARTIC
912608;PARTIC
912103671001;PARTIC
912130271003;PARTIC
9121321110001;PARTIC
912189;PARTIC
912234;PARTIC
9122594510001;PARTIC
9122867015001;PARTIC
913090;PARTIC
913135;PARTIC
913138971003;PARTIC
913265271001;PARTIC
913277;PARTIC
913322;PARTIC
9133637010001;PARTIC
912640810001;PARTIC
912750;PARTIC
9127723610001;PARTIC
912813671002;PARTIC
912876571001;PARTIC
912892;PARTIC
9129211010001;PARTIC
912937;PARTIC
913838;PARTIC
91387471003;PARTIC
913464;PARTIC
913509;PARTIC
9135946210001;PARTIC
913651;PARTIC
9137197410001;PARTIC
91377;PARTIC
9137783510001;PARTIC
913793;PARTIC
9138;PARTIC
9138306310001;PARTIC
913980;PARTIC
913987371001;PARTIC
91399571005;PARTIC
91422;PARTIC
914223;PARTIC
914365;PARTIC
9143833410001;PARTIC
91450871005;PARTIC
914552;PARTIC
914036;PARTIC
9140476310001;PARTIC
9145994010001;PARTIC
914612271002;PARTIC
91462971005;PARTIC
914178;PARTIC
914694;PARTIC
914301010001;PARTIC
914410;PARTIC
9144769010001;PARTIC
9150833410001;PARTIC
91509471006;PARTIC
91511871005;PARTIC
914739;PARTIC
9148791610001;PARTIC
915124;PARTIC
915266;PARTIC
914881;PARTIC
914926;PARTIC
91499271005;PARTIC
915079;PARTIC
91536071003;PARTIC
9153655210001;PARTIC
9153803810001;PARTIC
915453;PARTIC
91550571005;PARTIC
915595;PARTIC
9152318410001;PARTIC
915311;PARTIC
915782;PARTIC
91564;PARTIC
915640;PARTIC
9156863710001;PARTIC
91574771001;PARTIC
9157612510001;PARTIC
915761771001;PARTIC
9163041910001;PARTIC
9163253410001;PARTIC
915827;PARTIC
915969;PARTIC
916354;PARTIC
916025;PARTIC
91609;PARTIC
91609110001;PARTIC
91609171004;PARTIC
9161117010001;PARTIC
9161328510001;PARTIC
916167;PARTIC
916212;PARTIC
916969871001;PARTIC
9170540410001;PARTIC
916728;PARTIC
917068;PARTIC
91647871002;PARTIC
916496;PARTIC
916541;PARTIC
9167419810001;PARTIC
91674471001;PARTIC
9167607110001;PARTIC
916683;PARTIC
9168246010001;PARTIC
9167059710001;PARTIC
916870;PARTIC
916915;PARTIC
9175856310001;PARTIC
917629;PARTIC
917645571005;PARTIC
917657671001;PARTIC
917113;PARTIC
917161571001;PARTIC
91774173004;PARTIC
917771;PARTIC
917185771001;PARTIC
917255;PARTIC
9173547110001;PARTIC
917397;PARTIC
917442;PARTIC
91751;PARTIC
917519271002;PARTIC
917584;PARTIC
918298;PARTIC
918343;PARTIC
9183432310001;PARTIC
91835110001;PARTIC
91835171002;PARTIC
918485;PARTIC
918530;PARTIC
918672;PARTIC
917816;PARTIC
91786271004;PARTIC
9179142310001;PARTIC
917958;PARTIC
9187238610001;PARTIC
9179764710001;PARTIC
918014;PARTIC
918046310001;PARTIC
91810971005;PARTIC
918156;PARTIC
91938;NULL
919386;PARTIC
919431;PARTIC
9194537710001;PARTIC
9195101610001;PARTIC
9195264210001;PARTIC
