ID_Account;EconomicActivity;ID_Customer;Nperiods;minStartDate;minStartDate_Year;CAE
9999025615;COMER;30755420;5;05.06.2015;2015;51104
9999025615;IND TRANSF;17674988;1;05.06.2015;2015;36990
9999025715;COMER;24719;4;27.05.2015;2015;51900
9999025715;COMER;4052280;1;27.05.2015;2015;51900
9999025815;COMER;67898834;7;05.06.2015;2015;51101
9999025815;COMER;46335430;1;05.06.2015;2015;51325
9999025915;COMER;30755420;5;05.06.2015;2015;51104
9999025915;IND TRANSF;17674988;1;05.06.2015;2015;36990
9999026015;COMER;824262;4;05.08.2015;2015;51900
9999026115;COMER;33216894;9;08.06.2015;2015;51105
9999026215;COMER;33216894;6;08.06.2015;2015;51105
9999026315;COMER;43090236;2;05.06.2015;2015;51106
9999026415;COMER;41423155;5;02.07.2015;2015;51325
9999026615;IND TRANSF;33462893;3;08.06.2015;2015;27320
9999026715;COMER;24719;1;05.06.2015;2015;51900
9999026715;COMER;1053304;2;05.06.2015;2015;51900
9999026715;COMER;4052280;1;05.06.2015;2015;51900
9999026815;COMER;4052280;2;05.06.2015;2015;51900
9999026815;COMER;24719;1;05.06.2015;2015;51900
9999026915;COMER;46315571;4;05.06.2015;2015;51900
9999027015;COMER;48749867;5;05.06.2015;2015;51228
9999027115;COMER;48749867;3;05.06.2015;2015;51228
9999027215;COMER;48749867;5;08.06.2015;2015;51228
9999027415;COMER;26580752;6;09.06.2015;2015;51900
9999027515;COMER;31187224;5;09.06.2015;2015;51222
9999027615;COMER;46335430;3;09.06.2015;2015;51325
9999027715;COMER;31187224;8;08.06.2015;2015;51222
9999027815;CONSTR;12310574;4;08.06.2015;2015;45302
9999027915;COMER;47888898;5;11.06.2015;2015;51222
9999028015;COMER;12264421;7;09.06.2015;2015;52120
9999028015;COMER;10899368;4;09.06.2015;2015;51900
9999028215;#Í/Ä;48915607;5;11.06.2015;2015;-1
9999028415;CONSTR;483107;4;09.06.2015;2015;45201
9999028515;COMER;24719;3;09.06.2015;2015;51900
9999028515;COMER;4052280;1;09.06.2015;2015;51900
9999028715;COMER;4052280;1;06.08.2015;2015;51900
9999028715;COMER;24719;4;06.08.2015;2015;51900
9999028815;SERV;14320949;1;12.06.2015;2015;71110
9999028915;COMER;24719;1;10.06.2015;2015;51900
9999029015;COMER;46335430;9;26.06.2015;2015;51325
9999029015;IND EXTRACT;57861549;1;26.06.2015;2015;11100
9999029115;IND EXTRACT;8053926;3;12.06.2015;2015;11100
9999029215;COMER;4052280;1;10.06.2015;2015;51900
9999029215;COMER;24719;1;10.06.2015;2015;51900
9999029315;COMER;4052280;1;06.08.2015;2015;51900
9999029315;COMER;24719;3;06.08.2015;2015;51900
9999029415;COMER;47888898;5;10.06.2015;2015;51222
9999029515;COMER;36169233;5;11.06.2015;2015;51325
9999029615;COMER;13735007;6;11.06.2015;2015;51900
9999029715;COMER;24719;6;18.06.2015;2015;51900
9999029715;COMER;4052280;1;18.06.2015;2015;51900
9999029815;COMER;13735007;7;15.06.2015;2015;51900
9999030015;IND TRANSF;17674988;7;17.06.2015;2015;36990
9999030115;COMER;4052280;5;17.06.2015;2015;51900
9999030115;COMER;24719;1;17.06.2015;2015;51900
9999030215;IND TRANSF;17674988;7;18.06.2015;2015;36990
9999030415;COMER;824262;5;18.06.2015;2015;51900
9999030515;COMER;24719;5;17.06.2015;2015;51900
9999030515;COMER;4052280;1;17.06.2015;2015;51900
9999030715;COMER;4052280;6;18.06.2015;2015;51900
9999030715;COMER;24719;1;18.06.2015;2015;51900
9999030715;IND EXTRACT;8053926;1;18.06.2015;2015;11100
9999031115;COMER;4052280;5;18.06.2015;2015;51900
9999031115;COMER;24719;1;18.06.2015;2015;51900
9999031215;CONSTR;36190109;6;18.06.2015;2015;45201
9999031315;COMER;4052280;5;18.06.2015;2015;51900
9999031315;COMER;24719;1;18.06.2015;2015;51900
9999031415;COMER;24719;1;24.06.2015;2015;51900
9999031415;COMER;4052280;4;24.06.2015;2015;51900
9999031515;COMER;47887151;6;29.06.2015;2015;51222
9999031615;COMER;4052280;1;26.06.2015;2015;51900
9999031615;COMER;1053304;3;26.06.2015;2015;51900
9999031615;COMER;24719;1;26.06.2015;2015;51900
9999031715;CONSTR;1222906;8;29.06.2015;2015;45201
9999031715;CONSTR;70909750;1;29.06.2015;2015;45201
9999031915;COMER;47887151;7;02.07.2015;2015;51222
9999032115;COMER;58189520;5;09.07.2015;2015;51325
9999032215;COMER;58189520;6;06.07.2015;2015;51325
9999032315;COMER;55274518;5;26.06.2015;2015;51900
9999032315;IND TRANSF;10244709;1;26.06.2015;2015;24252
9999032415;SERV;451917;3;02.07.2015;2015;60230
9999032515;COMER;55274518;5;15.07.2015;2015;51900
9999032515;IND TRANSF;10244709;1;15.07.2015;2015;24252
9999032815;SERV;16846445;5;31.07.2015;2015;64200
9999032915;COMER;24719;4;30.07.2015;2015;51900
9999032915;COMER;4052280;1;30.07.2015;2015;51900
9999033015;COMER;24719;4;30.07.2015;2015;51900
9999033015;COMER;4052280;1;30.07.2015;2015;51900
9999033115;IND EXTRACT;8053926;2;30.07.2015;2015;11100
9999033215;COMER;24719;6;30.07.2015;2015;51900
9999033215;COMER;4052280;1;30.07.2015;2015;51900
9999033315;COMER;824262;5;29.07.2015;2015;51900
9999033415;COMER;824262;4;05.08.2015;2015;51900
9999033515;COMER;824262;4;05.08.2015;2015;51900
9999033615;COMER;24719;3;05.08.2015;2015;51900
9999033615;COMER;4052280;1;05.08.2015;2015;51900
9999033715;COMER;824262;4;03.08.2015;2015;51900
9999033815;SERV;65641870;7;03.08.2015;2015;65122
9999033915;COMER;24719;3;21.08.2015;2015;51900
9999033915;COMER;4052280;1;21.08.2015;2015;51900
9999034015;COMER;24719;5;03.09.2015;2015;51900
9999034115;COMER;24719;3;17.08.2015;2015;51900
9999034115;COMER;4052280;1;17.08.2015;2015;51900
9999034215;COMER;4052280;1;17.08.2015;2015;51900
9999034215;COMER;24719;3;17.08.2015;2015;51900
9999034315;COMER;55274518;7;26.08.2015;2015;51900
9999034315;IND TRANSF;10244709;1;26.08.2015;2015;24252
9999034415;COMER;24719;3;20.08.2015;2015;51900
9999034415;COMER;4052280;1;20.08.2015;2015;51900
9999034515;IND EXTRACT;8053926;1;31.08.2015;2015;11100
9999034615;IND EXTRACT;8053926;2;07.09.2015;2015;11100
9999034715;AGROIND;55730880;6;03.09.2015;2015;15112
9999034815;AGROIND;55730880;5;03.09.2015;2015;15112
9999034915;COMER;67898834;7;01.09.2015;2015;51101
9999034915;COMER;46335430;1;01.09.2015;2015;51325
9999035015;AGROIND;55730880;5;03.09.2015;2015;15112
9999035115;AGROIND;55730880;8;03.09.2015;2015;15112
9999035215;CONSTR;6189318;7;09.09.2015;2015;45201
9999035515;IND EXTRACT;8053926;2;06.10.2015;2015;11100
9999035615;AGRIC;2983028;6;16.09.2015;2015;1111
9999035715;CONSTR;1222906;8;07.09.2015;2015;45201
9999035715;CONSTR;70909750;1;07.09.2015;2015;45201
9999035815;COMER;23055847;6;07.09.2015;2015;51900
9999035915;IND EXTRACT;25932774;3;16.10.2015;2015;11100
9999036015;AGRIC;2983028;4;16.09.2015;2015;1111
9999036115;COMER;67898834;8;01.09.2015;2015;51101
9999036115;COMER;46335430;1;01.09.2015;2015;51325
9999036215;IND EXTRACT;25932774;3;15.10.2015;2015;11100
9999036315;CONSTR;12310574;5;07.09.2015;2015;45302
9999036415;AGRIC;2983028;6;15.09.2015;2015;1111
9999036515;COMER;31190356;4;01.10.2015;2015;51228
9999036615;COMER;31190356;6;01.10.2015;2015;51228
9999036715;AGRIC;2983028;6;16.09.2015;2015;1111
9999036815;AGRIC;2983028;6;16.09.2015;2015;1111
9999037015;COMER;51861555;5;16.09.2015;2015;51221
9999037215;COMER;51861555;5;16.09.2015;2015;51221
9999037315;COMER;51861555;5;16.09.2015;2015;51221
9999037515;SERV;31495856;1;16.09.2015;2015;74960
9999037815;SERV;31495856;2;16.09.2015;2015;74960
9999037915;SERV;31495856;1;16.09.2015;2015;74960
9999038015;IND EXTRACT;8053926;1;02.10.2015;2015;11100
9999038115;COMER;2089352;5;29.09.2015;2015;51900
9999038215;COMER;2089352;5;29.09.2015;2015;51900
9999038415;COMER;11886894;10;14.10.2015;2015;51900
9999038515;IND EXTRACT;25932774;7;30.10.2015;2015;11100
9999038715;IND EXTRACT;8053926;2;16.10.2015;2015;11100
9999038815;IND EXTRACT;57861549;7;19.10.2015;2015;11100
9999038915;IND EXTRACT;57861549;8;19.10.2015;2015;11100
9999039015;IND EXTRACT;8053926;3;16.10.2015;2015;11100
9999039115;IND EXTRACT;57861549;6;19.10.2015;2015;11100
9999039215;IND EXTRACT;8053926;4;29.10.2015;2015;11100
9999039315;IND EXTRACT;8053926;2;03.12.2015;2015;11100
9999039515;AGRIC;2983028;7;22.10.2015;2015;1111
9999039715;AGROIND;55730880;5;17.11.2015;2015;15112
9999039815;AGROIND;55703151;5;19.11.2015;2015;15112
9999039915;AGROIND;55730880;6;17.11.2015;2015;15112
9999040015;AGROIND;55730880;5;17.11.2015;2015;15112
9999040115;AGROIND;55730880;5;17.11.2015;2015;15112
9999040215;AGROIND;55703151;5;19.11.2015;2015;15112
9999040615;AGROIND;55703151;5;19.11.2015;2015;15112
9999040915;IND EXTRACT;8053926;3;31.12.2015;2015;11100
9999041315;AGROIND;55730880;6;21.12.2015;2015;15112
9999041415;AGROIND;55730880;6;23.12.2015;2015;15112
15762615001;SERV;157626;1;04.05.2015;2015;62100
35493822001;CONSTR;354938;1;11.12.2015;2015;45201
35493890053;CONSTR;354938;12;31.12.2015;2015;45201
45191722001;SERV;451917;1;13.09.2015;2015;60230
45191770014;SERV;451917;13;03.07.2015;2015;60230
45191790024;SERV;451917;11;16.10.2015;2015;60230
55646115008;SERV;556461;11;27.12.2015;2015;64200
62410440005;CONSTR;624104;17;26.05.2015;2015;50100
75951310014;SERV;759513;1;16.04.2015;2015;40102
83909219002;COMER;839092;8;17.07.2015;2015;51502
84922753003;SERV;849227;2;28.09.2015;2015;62100
105330440002;COMER;1053304;19;15.04.2015;2015;51900
122290690141;CONSTR;1222906;12;26.01.2015;2015;45201
122290690142;CONSTR;1222906;11;19.02.2015;2015;45201
122290690143;CONSTR;1222906;12;30.04.2015;2015;45201
122290690144;CONSTR;1222906;11;06.05.2015;2015;45201
122290690145;CONSTR;1222906;11;06.05.2015;2015;45201
122290690146;CONSTR;1222906;11;06.05.2015;2015;45201
122290690147;CONSTR;1222906;11;06.05.2015;2015;45201
122290690148;CONSTR;1222906;12;27.08.2015;2015;45201
122290690149;CONSTR;1222906;11;19.11.2015;2015;45201
122290690150;CONSTR;1222906;11;09.12.2015;2015;45201
122290690151;CONSTR;1222906;10;31.12.2015;2015;45201
131585310002;SERV;1315853;1;28.06.2015;2015;62200
148918570026;CONSTR;1489185;5;06.02.2015;2015;50100
148918570027;CONSTR;1489185;5;20.02.2015;2015;50100
148918570028;CONSTR;1489185;5;21.08.2015;2015;50100
167976490007;CONSTR;1679764;2;22.07.2015;2015;45201
179645740005;HOT TUR;1796457;6;23.12.2015;2015;55113
195183950009;COMER;1951839;2;26.09.2015;2015;51104
206203035001;IND TRANSF;2062030;2;22.01.2015;2015;24252
208609590002;IND EXTRACT;2086095;10;31.12.2015;2015;11100
246052190002;SERV;2460521;7;30.04.2015;2015;93040
246052190003;SERV;2460521;14;30.04.2015;2015;93040
298302810001;AGRIC;2983028;5;15.02.2015;2015;1111
298302815002;AGRIC;2983028;2;27.02.2015;2015;1111
404143810002;COMER;4041438;1;24.09.2015;2015;51900
405228040002;COMER;4052280;19;15.04.2015;2015;51900
413253690010;SERV;4132536;11;04.09.2015;2015;63040
415562810001;SERV;4155628;1;26.10.2015;2015;93040
488021070004;SERV;4880210;5;17.12.2015;2015;45202
488021072002;SERV;4880210;5;17.12.2015;2015;45202
488628970003;CONSTR;4886289;25;22.04.2015;2015;45201
538809370005;SERV;5388093;17;29.04.2015;2015;93040
538809390001;SERV;5388093;10;27.03.2015;2015;93040
599252651008;SERV;5992526;4;05.11.2015;2015;73200
708163790001;IND EXTRACT;7081637;2;23.10.2015;2015;11100
785458840001;COMER;7854588;18;14.01.2015;2015;51501
805242115002;SERV;8052421;1;27.12.2015;2015;62100
805392615001;IND EXTRACT;8053926;2;29.11.2015;2015;11100
871395010001;COMER;8713950;1;26.04.2015;2015;51900
953450270001;COMER;9534502;27;05.03.2015;2015;51900
981951419001;SERV;9819514;8;17.07.2015;2015;62200
1003327470004;CONSTR;10033274;22;17.03.2015;2015;45201
1024470990002;IND TRANSF;10244709;11;12.06.2015;2015;24252
1024470990003;IND TRANSF;10244709;11;12.06.2015;2015;24252
1024470990004;IND TRANSF;10244709;6;26.06.2015;2015;24252
1024470990005;IND TRANSF;10244709;15;26.06.2015;2015;24252
1024470990006;IND TRANSF;10244709;18;26.06.2015;2015;24252
1024470990007;IND TRANSF;10244709;21;26.06.2015;2015;24252
1024470990008;IND TRANSF;10244709;19;26.06.2015;2015;24252
1024470990009;IND TRANSF;10244709;18;26.06.2015;2015;24252
1024470990010;IND TRANSF;10244709;15;26.06.2015;2015;24252
1024470990011;IND TRANSF;10244709;19;26.06.2015;2015;24252
1024470990012;IND TRANSF;10244709;21;26.06.2015;2015;24252
1024470990013;IND TRANSF;10244709;6;26.06.2015;2015;24252
1120908010001;IND TRANSF;11209080;2;19.03.2015;2015;35930
1168462140003;SERV;11684621;25;12.05.2015;2015;70100
1182960690001;IND EXTRACT;11829606;4;23.10.2015;2015;11100
1187204510001;COMER;11872045;2;24.07.2015;2015;51900
1212349415001;COMER;12123494;1;01.08.2015;2015;51900
1227538415001;IND EXTRACT;12275384;6;02.03.2015;2015;11100
1277197250006;SERV;12771972;4;18.09.2015;2015;61100
1280488240001;COMER;12804882;18;13.10.2015;2015;51900
1292395610002;IND EXTRACT;12923956;1;26.08.2015;2015;11200
1292395610008;IND EXTRACT;12923956;1;12.12.2015;2015;11200
1307123710002;PESCA;13071237;1;04.05.2015;2015;5020
1346059090002;CONSTR;13460590;4;31.12.2015;2015;45201
1373500770001;COMER;13735007;31;06.03.2015;2015;51900
1427837310001;SERV;14278373;3;27.09.2015;2015;65920
1432094950002;SERV;14320949;1;29.01.2015;2015;71110
1432094970006;SERV;14320949;13;19.02.2015;2015;71110
1441338870013;CONSTR;14413388;16;24.04.2015;2015;50100
1473998610001;COMER;14739986;1;28.06.2015;2015;51900
1490059615002;IND TRANSF;14900596;13;27.08.2015;2015;15430
1551435410002;CONSTR;15514354;1;18.02.2015;2015;45203
1578232740001;SERV;15782327;21;01.10.2015;2015;91120
1626777110006;SERV;16267771;1;28.01.2015;2015;85110
1684644510001;SERV;16846445;3;26.12.2015;2015;64200
1851860570002;IND EXTRACT;18518605;16;27.07.2015;2015;13203
1929299590001;CONSTR;19292995;7;19.02.2015;2015;45201
2012918510001;COMER;20129185;1;14.12.2015;2015;51900
2156039090011;IND TRANSF;21560390;2;07.04.2015;2015;36110
2314456410001;CONSTR;23144564;1;27.12.2015;2015;45201
2314456490001;CONSTR;23144564;10;31.12.2015;2015;45201
2559519610001;IND EXTRACT;25595196;1;28.06.2015;2015;10100
2744057970002;IND EXTRACT;27440579;3;06.03.2015;2015;11100
2996174310005;COMER;29961743;1;14.07.2015;2015;51105
3134296922001;SERV;31342969;1;29.11.2015;2015;45202
3303358056005;SERV;33033580;1;10.07.2015;2015;64200
3321689415001;COMER;33216894;4;30.05.2015;2015;51105
3329903152003;SERV;33299031;1;14.09.2015;2015;90000
3329903157006;SERV;33299031;2;18.12.2015;2015;90000
3418461722001;COMER;34184617;1;16.10.2015;2015;51101
3539588215001;IND TRANSF;35395882;4;18.12.2015;2015;24241
3580978670001;SERV;35809786;19;12.02.2015;2015;45202
3610085210021;IND TRANSF;36100852;2;29.01.2015;2015;15470
3612992670002;SERV;36129926;19;15.06.2015;2015;91120
3616923310001;COMER;36169233;1;30.10.2015;2015;51325
3622676022001;SERV;36226760;1;25.12.2015;2015;93040
3671059010002;IND EXTRACT;36710590;1;04.11.2015;2015;11100
4291597650002;SERV;42915976;3;14.12.2015;2015;64200
4304541651002;IND EXTRACT;43045416;1;26.06.2015;2015;11100
4309174115002;SERV;43091741;2;11.10.2015;2015;70100
4309174170006;SERV;43091741;1;31.08.2015;2015;70100
4309174170007;SERV;43091741;11;15.09.2015;2015;70100
4309174170008;SERV;43091741;11;15.09.2015;2015;70100
4334428110001;SERV;43344281;4;29.08.2015;2015;22300
4822374040001;CONSTR;48223740;12;27.03.2015;2015;45100
4945124453002;SERV;49451244;1;20.09.2015;2015;61100
4969486110001;COMER;49694861;1;24.02.2015;2015;51432
5075558410002;IND EXTRACT;50755584;1;11.05.2015;2015;13201
5204662910001;COMER;52046629;2;27.01.2015;2015;52112
5290119750008;SERV;52901197;1;13.07.2015;2015;63040
5385815557009;IND EXTRACT;53858155;1;23.03.2015;2015;11100
5385815558009;IND EXTRACT;53858155;1;23.03.2015;2015;11100
5394127770001;SERV;53941277;19;04.09.2015;2015;93040
5490882770002;AGROIND;54908827;9;09.10.2015;2015;15112
5527451810001;COMER;55274518;9;29.11.2015;2015;51900
5527451890001;COMER;55274518;3;30.11.2015;2015;51900
5570227570002;AGROIND;55702275;9;01.10.2015;2015;15112
5570242015001;AGROIND;55702420;2;27.03.2015;2015;15112
5570242070003;AGROIND;55702420;10;30.09.2015;2015;15112
5570266270002;AGROIND;55702662;9;01.10.2015;2015;15112
5572986370002;AGROIND;55729863;10;30.09.2015;2015;15112
5573025170002;AGROIND;55730251;9;01.10.2015;2015;15112
5573051710001;AGROIND;55730517;4;28.06.2015;2015;15112
5573051770002;AGROIND;55730517;10;30.09.2015;2015;15112
5576894770002;AGROIND;55768947;10;30.09.2015;2015;15112
5605523170002;AGROIND;56055231;10;30.09.2015;2015;15112
5809893057008;SERV;58098930;1;04.09.2015;2015;65121
5847217110001;SERV;58472171;1;25.02.2015;2015;65930
5882334010002;SERV;58823340;2;29.01.2015;2015;85150
5983119053006;SERV;59831190;1;17.10.2015;2015;65110
6718151810001;HOT TUR;67181518;1;20.03.2015;2015;55113
6729332790001;IND EXTRACT;67293327;10;31.12.2015;2015;11100
900859;IND EXTRACT;7081637;2;29.11.2016;2016;11100
900904;IND EXTRACT;7081637;2;29.11.2016;2016;11100
901057;IND EXTRACT;7081637;2;29.11.2016;2016;11100
901102;IND EXTRACT;7081637;2;29.11.2016;2016;11100
901244;IND EXTRACT;7081637;2;29.11.2016;2016;11100
901386;IND EXTRACT;7081637;2;29.11.2016;2016;11100
2172870004;IND EXTRACT;21728;16;20.06.2016;2016;13100
9999000116;AGROIND;55703151;6;13.01.2016;2016;15112
9999000216;AGROIND;55703151;5;13.01.2016;2016;15112
9999000316;AGROIND;55730880;5;20.01.2016;2016;15112
9999000416;COMER;47869044;6;16.02.2016;2016;51101
9999000516;CONSTR;70909750;9;19.02.2016;2016;45201
9999000516;CONSTR;1222906;1;19.02.2016;2016;45201
9999000616;CONSTR;1222906;6;10.02.2016;2016;45201
9999000616;CONSTR;70909750;1;10.02.2016;2016;45201
9999000716;CONSTR;70909750;9;16.02.2016;2016;45201
9999000716;CONSTR;1222906;1;16.02.2016;2016;45201
9999000816;SERV;16759843;8;17.02.2016;2016;45202
9999000916;SERV;16759843;8;17.02.2016;2016;45202
9999001016;SERV;16759843;8;17.02.2016;2016;45202
9999001116;SERV;16759843;8;17.02.2016;2016;45202
9999001216;IND TRANSF;42823518;7;17.02.2016;2016;24230
9999001316;SERV;14320949;14;17.02.2016;2016;71110
9999001416;COMER;39916364;10;01.03.2016;2016;52111
9999001516;COMER;39916364;10;01.03.2016;2016;52111
9999001616;COMER;39916364;10;01.03.2016;2016;52111
9999001716;CONSTR;483107;9;24.02.2016;2016;45201
9999001816;CONSTR;1222906;3;02.03.2016;2016;45201
9999001916;IND EXTRACT;8053926;1;29.02.2016;2016;11100
9999002016;IND EXTRACT;8053926;3;29.02.2016;2016;11100
9999002116;COMER;39916364;10;01.03.2016;2016;52111
9999002216;COMER;7854588;9;01.03.2016;2016;51501
9999002316;COMER;39916364;10;01.03.2016;2016;52111
9999002416;COMER;39916364;10;01.03.2016;2016;52111
9999002516;COMER;39916364;10;01.03.2016;2016;52111
9999002616;COMER;39916364;9;01.03.2016;2016;52111
9999002716;COMER;39916364;10;02.03.2016;2016;52111
9999002816;COMER;39916364;10;02.03.2016;2016;52111
9999002916;COMER;39916364;10;02.03.2016;2016;52111
9999003016;COMER;39916364;10;02.03.2016;2016;52111
9999003116;COMER;39916364;10;02.03.2016;2016;52111
9999003216;COMER;39916364;9;03.03.2016;2016;52111
9999003316;COMER;39916364;10;03.03.2016;2016;52111
9999003416;COMER;39916364;10;03.03.2016;2016;52111
9999003616;COMER;39916364;13;03.03.2016;2016;52111
9999003716;COMER;39916364;10;03.03.2016;2016;52111
9999003816;COMER;39916364;10;03.03.2016;2016;52111
9999003916;COMER;39916364;10;03.03.2016;2016;52111
9999004016;IND EXTRACT;8053926;4;04.03.2016;2016;11100
9999004116;COMER;39916364;9;03.03.2016;2016;52111
9999004216;COMER;39916364;9;03.03.2016;2016;52111
9999004316;COMER;39916364;9;03.03.2016;2016;52111
9999004416;COMER;39916364;10;03.03.2016;2016;52111
9999004516;SERV;16759843;6;11.03.2016;2016;45202
9999004616;IND EXTRACT;57861549;5;14.03.2016;2016;11100
9999004716;IND TRANSF;25923781;5;10.03.2016;2016;29160
9999004816;SERV;16759843;6;10.03.2016;2016;45202
9999004916;SERV;16759843;5;10.03.2016;2016;45202
9999005016;SERV;16759843;6;10.03.2016;2016;45202
9999005116;CONSTR;1222906;6;11.03.2016;2016;45201
9999005216;SERV;31495856;5;11.03.2016;2016;74960
9999005316;SERV;16759843;6;10.03.2016;2016;45202
9999005416;SERV;16759843;10;10.03.2016;2016;45202
9999005516;IND TRANSF;47400202;5;15.03.2016;2016;24220
9999005616;SERV;16759843;5;10.03.2016;2016;45202
9999005716;IND TRANSF;47400202;4;14.03.2016;2016;24220
9999005816;IND TRANSF;42823518;8;14.03.2016;2016;24230
9999006016;IND TRANSF;8989125;10;07.04.2016;2016;24230
9999006116;COMER;24719;5;30.03.2016;2016;51900
9999006416;COMER;24719;4;06.04.2016;2016;51900
9999006716;AGROIND;55703151;5;20.04.2016;2016;15112
9999006816;COMER;24719;6;08.04.2016;2016;51900
9999006916;COMER;24719;4;14.04.2016;2016;51900
9999007016;IND TRANSF;19152968;6;24.05.2016;2016;18200
9999007116;IND EXTRACT;8053926;4;21.04.2016;2016;11100
9999007216;AGROIND;55730880;5;20.04.2016;2016;15112
9999007316;AGROIND;55730880;5;20.04.2016;2016;15112
9999007416;AGROIND;55703151;7;20.04.2016;2016;15112
9999007516;IND EXTRACT;8053926;5;03.05.2016;2016;11100
9999007616;IND EXTRACT;8053926;4;03.05.2016;2016;11100
9999007716;IND EXTRACT;8053926;2;12.05.2016;2016;11100
9999007816;IND EXTRACT;8053926;2;03.05.2016;2016;11100
9999007916;IND EXTRACT;8053926;3;12.05.2016;2016;11100
9999008016;CONSTR;1222906;7;03.06.2016;2016;45201
9999008216;IND EXTRACT;8053926;3;12.05.2016;2016;11100
9999008316;IND EXTRACT;8053926;1;26.05.2016;2016;11100
9999008416;IND EXTRACT;8053926;2;17.06.2016;2016;11100
9999008516;CONSTR;1222906;6;03.06.2016;2016;45201
9999008616;CONSTR;1222906;6;03.06.2016;2016;45201
9999008716;IND EXTRACT;8053926;3;10.06.2016;2016;11100
9999009016;SERV;14320949;7;09.06.2016;2016;71110
9999009116;SERV;14320949;5;14.06.2016;2016;71110
9999009216;IND EXTRACT;8053926;3;14.06.2016;2016;11100
9999009316;AGROIND;55730880;6;24.06.2016;2016;15112
9999009416;AGROIND;55730880;5;15.06.2016;2016;15112
9999009516;AGROIND;55730880;6;24.06.2016;2016;15112
9999009616;AGROIND;55703151;6;15.06.2016;2016;15112
9999009716;AGROIND;55703151;6;15.06.2016;2016;15112
9999009816;SERV;14320949;7;17.06.2016;2016;71110
9999009916;IND TRANSF;20474931;7;27.06.2016;2016;15470
9999010016;IND TRANSF;20474931;7;27.06.2016;2016;15470
9999010116;IND TRANSF;20474931;7;28.06.2016;2016;15470
9999010216;IND TRANSF;20474931;8;28.06.2016;2016;15470
9999010316;IND TRANSF;20474931;7;28.06.2016;2016;15470
9999010416;IND TRANSF;20474931;7;27.06.2016;2016;15470
9999010516;IND TRANSF;20474931;8;27.06.2016;2016;15470
9999010616;IND TRANSF;20474931;3;28.06.2016;2016;15470
9999010716;IND TRANSF;20474931;7;27.06.2016;2016;15470
9999010816;IND TRANSF;20474931;7;27.06.2016;2016;15470
9999010916;IND TRANSF;20474931;7;27.06.2016;2016;15470
9999011016;IND TRANSF;20474931;10;27.06.2016;2016;15470
9999011116;IND TRANSF;20474931;7;28.06.2016;2016;15470
9999011216;SERV;14320949;5;07.07.2016;2016;71110
9999011316;IND TRANSF;20474931;6;28.06.2016;2016;15470
9999011516;IND TRANSF;20474931;8;28.06.2016;2016;15470
9999011616;COMER;26326;8;28.06.2016;2016;51900
9999011716;IND TRANSF;20474931;7;28.06.2016;2016;15470
9999011816;SERV;14320949;9;15.08.2016;2016;71110
9999011916;COMER;24719;3;31.10.2016;2016;51900
9999012016;IND EXTRACT;8053926;2;20.07.2016;2016;11100
9999012116;SERV;14320949;8;09.08.2016;2016;71110
9999012316;IND EXTRACT;8053926;3;07.07.2016;2016;11100
9999012416;SERV;39775512;3;20.07.2016;2016;72100
9999012516;IND EXTRACT;8053926;4;22.07.2016;2016;11100
9999012616;SERV;72622476;6;19.08.2016;2016;75220
9999014816;IND EXTRACT;8053926;8;03.08.2016;2016;11100
9999015016;IND EXTRACT;8053926;4;09.08.2016;2016;11100
9999015116;COMER;24719;3;29.07.2016;2016;51900
9999015216;COMER;24719;3;29.07.2016;2016;51900
9999015316;COMER;24719;3;29.07.2016;2016;51900
9999015416;COMER;24719;3;29.07.2016;2016;51900
9999015516;COMER;24719;3;29.07.2016;2016;51900
9999015616;COMER;24719;3;29.07.2016;2016;51900
9999015716;COMER;24719;3;29.07.2016;2016;51900
9999015816;COMER;24719;3;29.07.2016;2016;51900
9999015916;COMER;24719;3;29.07.2016;2016;51900
9999016016;COMER;24719;3;29.07.2016;2016;51900
9999016116;COMER;24719;3;29.07.2016;2016;51900
9999016216;COMER;24719;3;29.07.2016;2016;51900
9999016316;COMER;24719;3;29.07.2016;2016;51900
9999016416;COMER;24719;3;29.07.2016;2016;51900
9999016616;IND EXTRACT;8053926;3;31.10.2016;2016;11100
9999016716;IND EXTRACT;8053926;2;09.08.2016;2016;11100
9999016816;COMER;24719;3;31.10.2016;2016;51900
9999016916;COMER;24719;4;12.08.2016;2016;51900
9999017016;COMER;24719;4;12.08.2016;2016;51900
9999017116;COMER;24719;4;12.08.2016;2016;51900
9999017216;COMER;24719;4;12.08.2016;2016;51900
9999017316;COMER;24719;4;12.08.2016;2016;51900
9999017416;COMER;24719;4;12.08.2016;2016;51900
9999017516;COMER;24719;4;12.08.2016;2016;51900
9999017616;COMER;24719;4;12.08.2016;2016;51900
9999017716;COMER;24719;4;12.08.2016;2016;51900
9999017816;COMER;24719;4;12.08.2016;2016;51900
9999017916;COMER;24719;4;12.08.2016;2016;51900
9999018016;COMER;24719;4;12.08.2016;2016;51900
9999018116;COMER;24719;4;12.08.2016;2016;51900
9999018216;COMER;24719;4;12.08.2016;2016;51900
9999018316;COMER;24719;4;17.08.2016;2016;51900
9999018416;AGROIND;55703151;5;19.08.2016;2016;15112
9999018516;AGROIND;55703151;5;22.08.2016;2016;15112
9999018616;COMER;24719;4;19.08.2016;2016;51900
9999018716;COMER;24719;4;19.08.2016;2016;51900
